id,game_no,game_name,game_code,type,cost_price,tax,sale_price,date_of_sale
6961,53,GAME 53ZZZZZZZZZZZZZ,G53ZZ,2,29.86,2.69,35.83,2024-04-30 16:29:30
6962,58,GAME 58ZZZZZZZZZZZZZ,G58ZZ,1,89.52,8.06,107.42,2024-04-16 19:48:41
6963,32,GAME 32ZZZZZZZZZZZZZ,G32ZZ,1,17.30,1.56,20.76,2024-04-02 13:02:09
6964,42,GAME 42ZZZZZZZZZZZZZ,G42ZZ,1,21.18,1.91,25.42,2024-04-04 16:49:35
6965,46,GAME 46ZZZZZZZZZZZZZ,G46ZZ,1,22.44,2.02,26.93,2024-04-01 14:20:03
6966,53,GAME 53ZZZZZZZZZZZZZ,G53ZZ,2,18.54,1.67,22.25,2024-04-22 13:50:44
6967,84,GAME 84ZZZZZZZZZZZZZ,G84ZZ,2,70.28,6.33,84.34,2024-04-10 01:35:15
6968,70,GAME 70ZZZZZZZZZZZZZ,G70ZZ,1,72.06,6.49,86.47,2024-04-30 20:34:05
6969,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,2,76.32,6.87,91.58,2024-04-16 09:13:13
6970,41,GAME 41ZZZZZZZZZZZZZ,G41ZZ,1,36.73,3.31,44.08,2024-04-23 00:04:41
6971,77,GAME 77ZZZZZZZZZZZZZ,G77ZZ,2,68.68,6.18,82.42,2024-04-07 04:36:14
6972,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,2,34.90,3.14,41.88,2024-04-12 23:56:32
6973,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,1,11.75,1.06,14.10,2024-04-28 03:03:25
6974,27,GAME 27ZZZZZZZZZZZZZ,G27ZZ,1,42.17,3.80,50.60,2024-04-19 17:32:47
6975,24,GAME 24ZZZZZZZZZZZZZ,G24ZZ,2,77.23,6.95,92.68,2024-04-15 15:39:39
6976,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,2,65.08,5.86,78.10,2024-04-11 21:24:52
6977,68,GAME 68ZZZZZZZZZZZZZ,G68ZZ,2,85.75,7.72,102.90,2024-04-10 14:40:01
6978,68,GAME 68ZZZZZZZZZZZZZ,G68ZZ,2,68.84,6.20,82.61,2024-04-08 12:03:06
6979,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,2,75.68,6.81,90.82,2024-04-17 04:19:10
6980,7,GAME 7ZZZZZZZZZZZZZZ,G7ZZZ,2,2.42,0.22,2.90,2024-04-01 15:16:35
6981,69,GAME 69ZZZZZZZZZZZZZ,G69ZZ,1,51.96,4.68,62.35,2024-04-26 08:35:55
6982,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,2,60.79,5.47,72.95,2024-04-12 19:48:18
6983,2,GAME 2ZZZZZZZZZZZZZZ,G2ZZZ,1,79.07,7.12,94.88,2024-04-14 23:22:19
6984,93,GAME 93ZZZZZZZZZZZZZ,G93ZZ,1,43.86,3.95,52.63,2024-04-26 09:34:07
6985,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,1,36.70,3.30,44.04,2024-04-26 11:08:04
6986,60,GAME 60ZZZZZZZZZZZZZ,G60ZZ,2,30.27,2.72,36.32,2024-04-01 23:06:20
6987,25,GAME 25ZZZZZZZZZZZZZ,G25ZZ,1,78.90,7.10,94.68,2024-04-06 07:00:50
6988,7,GAME 7ZZZZZZZZZZZZZZ,G7ZZZ,1,2.90,0.26,3.48,2024-04-09 01:26:00
6989,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,2,77.33,6.96,92.80,2024-04-28 22:57:19
6990,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,2,98.73,8.89,118.48,2024-04-16 18:48:54
6991,68,GAME 68ZZZZZZZZZZZZZ,G68ZZ,1,83.21,7.49,99.85,2024-04-07 01:35:55
6992,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,1,28.43,2.56,34.12,2024-04-16 01:17:14
6993,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,1,81.96,7.38,98.35,2024-04-01 03:41:33
6994,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,2,22.86,2.06,27.43,2024-04-25 20:01:58
6995,53,GAME 53ZZZZZZZZZZZZZ,G53ZZ,2,8.28,0.75,9.94,2024-04-27 17:08:58
6996,46,GAME 46ZZZZZZZZZZZZZ,G46ZZ,1,32.87,2.96,39.44,2024-04-24 19:36:36
6997,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,1,31.06,2.80,37.27,2024-04-06 18:51:32
6998,93,GAME 93ZZZZZZZZZZZZZ,G93ZZ,2,83.44,7.51,100.13,2024-04-16 20:30:51
6999,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,2,46.18,4.16,55.42,2024-04-09 03:49:00
7000,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,2,78.21,7.04,93.85,2024-04-21 10:01:05
7001,23,GAME 23ZZZZZZZZZZZZZ,G23ZZ,1,48.37,4.35,58.04,2024-04-20 12:25:22
7002,7,GAME 7ZZZZZZZZZZZZZZ,G7ZZZ,1,62.28,5.61,74.74,2024-04-25 22:01:09
7003,2,GAME 2ZZZZZZZZZZZZZZ,G2ZZZ,2,1.01,0.09,1.21,2024-04-09 10:58:57
7004,92,GAME 92ZZZZZZZZZZZZZ,G92ZZ,1,89.62,8.07,107.54,2024-04-06 03:41:39
7005,89,GAME 89ZZZZZZZZZZZZZ,G89ZZ,2,23.24,2.09,27.89,2024-04-30 22:32:35
7006,70,GAME 70ZZZZZZZZZZZZZ,G70ZZ,1,51.39,4.63,61.67,2024-04-07 08:54:58
7007,26,GAME 26ZZZZZZZZZZZZZ,G26ZZ,2,51.85,4.67,62.22,2024-04-04 09:44:26
7008,6,GAME 6ZZZZZZZZZZZZZZ,G6ZZZ,2,8.70,0.78,10.44,2024-04-04 05:08:02
7009,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,1,67.73,6.10,81.28,2024-04-28 01:45:36
7010,57,GAME 57ZZZZZZZZZZZZZ,G57ZZ,2,30.14,2.71,36.17,2024-04-22 20:00:23
7011,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,2,62.73,5.65,75.28,2024-04-09 23:58:41
7012,78,GAME 78ZZZZZZZZZZZZZ,G78ZZ,2,63.25,5.69,75.90,2024-04-06 19:33:10
7013,86,GAME 86ZZZZZZZZZZZZZ,G86ZZ,1,39.92,3.59,47.90,2024-04-13 00:11:53
7014,100,GAME 100ZZZZZZZZZZZZ,G100Z,1,8.70,0.78,10.44,2024-04-16 14:40:43
7015,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,1,18.92,1.70,22.70,2024-04-20 17:19:01
7016,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,1,16.66,1.50,19.99,2024-04-15 16:11:54
7017,8,GAME 8ZZZZZZZZZZZZZZ,G8ZZZ,2,59.97,5.40,71.96,2024-04-25 09:06:01
7018,85,GAME 85ZZZZZZZZZZZZZ,G85ZZ,2,71.20,6.41,85.44,2024-04-08 03:08:11
7019,26,GAME 26ZZZZZZZZZZZZZ,G26ZZ,1,24.99,2.25,29.99,2024-04-15 06:40:44
7020,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,1,68.41,6.16,82.09,2024-04-10 03:11:48
7021,20,GAME 20ZZZZZZZZZZZZZ,G20ZZ,1,87.20,7.85,104.64,2024-04-19 02:17:05
7022,26,GAME 26ZZZZZZZZZZZZZ,G26ZZ,1,58.66,5.28,70.39,2024-04-19 04:35:38
7023,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,2,52.66,4.74,63.19,2024-04-10 14:15:30
7024,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,2,7.36,0.66,8.83,2024-04-21 18:27:03
7025,16,GAME 16ZZZZZZZZZZZZZ,G16ZZ,2,15.48,1.39,18.58,2024-04-07 22:52:24
7026,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,1,10.42,0.94,12.50,2024-04-15 04:57:39
7027,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,1,76.42,6.88,91.70,2024-04-15 16:12:03
7028,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,1,71.52,6.44,85.82,2024-04-25 23:30:32
7029,25,GAME 25ZZZZZZZZZZZZZ,G25ZZ,1,79.55,7.16,95.46,2024-04-30 13:54:41
7030,80,GAME 80ZZZZZZZZZZZZZ,G80ZZ,2,33.21,2.99,39.85,2024-04-04 22:41:28
7031,40,GAME 40ZZZZZZZZZZZZZ,G40ZZ,2,81.28,7.32,97.54,2024-04-19 06:18:09
7032,87,GAME 87ZZZZZZZZZZZZZ,G87ZZ,1,41.97,3.78,50.36,2024-04-23 15:11:54
7033,31,GAME 31ZZZZZZZZZZZZZ,G31ZZ,2,47.78,4.30,57.34,2024-04-28 12:15:58
7034,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,2,89.43,8.05,107.32,2024-04-22 18:06:19
7035,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,1,70.59,6.35,84.71,2024-04-29 02:33:19
7036,5,GAME 5ZZZZZZZZZZZZZZ,G5ZZZ,2,94.30,8.49,113.16,2024-04-28 15:13:22
7037,93,GAME 93ZZZZZZZZZZZZZ,G93ZZ,2,5.97,0.54,7.16,2024-04-12 03:26:56
7038,89,GAME 89ZZZZZZZZZZZZZ,G89ZZ,2,90.50,8.15,108.60,2024-04-30 17:38:00
7039,93,GAME 93ZZZZZZZZZZZZZ,G93ZZ,1,42.18,3.80,50.62,2024-04-26 03:23:26
7040,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,2,48.73,4.39,58.48,2024-04-09 00:48:13
7041,86,GAME 86ZZZZZZZZZZZZZ,G86ZZ,1,13.11,1.18,15.73,2024-04-06 18:46:51
7042,96,GAME 96ZZZZZZZZZZZZZ,G96ZZ,2,47.01,4.23,56.41,2024-04-15 22:04:31
7043,3,GAME 3ZZZZZZZZZZZZZZ,G3ZZZ,2,38.19,3.44,45.83,2024-04-13 20:58:34
7044,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,1,99.58,8.96,119.50,2024-04-10 03:50:24
7045,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,2,33.39,3.01,40.07,2024-04-15 01:34:48
7046,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,2,65.75,5.92,78.90,2024-04-29 03:06:14
7047,100,GAME 100ZZZZZZZZZZZZ,G100Z,2,8.24,0.74,9.89,2024-04-21 20:56:39
7048,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,2,66.09,5.95,79.31,2024-04-28 03:57:12
7049,2,GAME 2ZZZZZZZZZZZZZZ,G2ZZZ,1,18.46,1.66,22.15,2024-04-22 15:49:07
7050,1,GAME 1ZZZZZZZZZZZZZZ,G1ZZZ,1,93.23,8.39,111.88,2024-04-27 20:53:27
7051,78,GAME 78ZZZZZZZZZZZZZ,G78ZZ,2,56.23,5.06,67.48,2024-04-12 09:26:45
7052,93,GAME 93ZZZZZZZZZZZZZ,G93ZZ,1,90.12,8.11,108.14,2024-04-11 08:10:20
7053,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,2,31.00,2.79,37.20,2024-04-21 06:57:50
7054,70,GAME 70ZZZZZZZZZZZZZ,G70ZZ,1,87.29,7.86,104.75,2024-04-25 09:51:42
7055,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,2,69.37,6.24,83.24,2024-04-20 21:26:02
7056,12,GAME 12ZZZZZZZZZZZZZ,G12ZZ,2,11.17,1.01,13.40,2024-04-04 14:53:54
7057,68,GAME 68ZZZZZZZZZZZZZ,G68ZZ,2,64.50,5.81,77.40,2024-04-06 22:28:32
7058,62,GAME 62ZZZZZZZZZZZZZ,G62ZZ,2,51.81,4.66,62.17,2024-04-21 23:14:17
7059,33,GAME 33ZZZZZZZZZZZZZ,G33ZZ,1,52.07,4.69,62.48,2024-04-04 10:36:14
7060,88,GAME 88ZZZZZZZZZZZZZ,G88ZZ,1,76.37,6.87,91.64,2024-04-29 18:11:58
7061,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,1,24.58,2.21,29.50,2024-04-21 06:42:34
7062,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,1,95.14,8.56,114.17,2024-04-11 20:09:37
7063,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,1,9.69,0.87,11.63,2024-04-16 21:25:33
7064,99,GAME 99ZZZZZZZZZZZZZ,G99ZZ,2,92.04,8.28,110.45,2024-04-09 20:20:55
7065,12,GAME 12ZZZZZZZZZZZZZ,G12ZZ,1,94.87,8.54,113.84,2024-04-01 09:44:07
7066,31,GAME 31ZZZZZZZZZZZZZ,G31ZZ,2,70.31,6.33,84.37,2024-04-22 05:49:28
7067,61,GAME 61ZZZZZZZZZZZZZ,G61ZZ,2,44.93,4.04,53.92,2024-04-06 01:13:39
7068,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,1,94.04,8.46,112.85,2024-04-12 01:55:42
7069,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,2,14.88,1.34,17.86,2024-04-16 03:50:18
7070,61,GAME 61ZZZZZZZZZZZZZ,G61ZZ,2,24.02,2.16,28.82,2024-04-25 15:12:43
7071,58,GAME 58ZZZZZZZZZZZZZ,G58ZZ,1,45.39,4.09,54.47,2024-04-16 01:17:35
7072,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,1,7.04,0.63,8.45,2024-04-26 21:42:55
7073,20,GAME 20ZZZZZZZZZZZZZ,G20ZZ,1,48.32,4.35,57.98,2024-04-07 13:15:13
7074,46,GAME 46ZZZZZZZZZZZZZ,G46ZZ,2,22.88,2.06,27.46,2024-04-07 08:37:33
7075,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,1,52.79,4.75,63.35,2024-04-27 16:28:10
7076,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,2,77.25,6.95,92.70,2024-04-25 02:56:07
7077,76,GAME 76ZZZZZZZZZZZZZ,G76ZZ,2,18.92,1.70,22.70,2024-04-02 03:55:53
7078,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,1,38.12,3.43,45.74,2024-04-24 14:23:23
7079,61,GAME 61ZZZZZZZZZZZZZ,G61ZZ,2,13.69,1.23,16.43,2024-04-20 10:46:40
7080,47,GAME 47ZZZZZZZZZZZZZ,G47ZZ,1,99.54,8.96,119.45,2024-04-06 20:23:03
7081,61,GAME 61ZZZZZZZZZZZZZ,G61ZZ,1,35.22,3.17,42.26,2024-04-10 14:54:43
7082,60,GAME 60ZZZZZZZZZZZZZ,G60ZZ,1,54.95,4.95,65.94,2024-04-20 18:42:46
7083,63,GAME 63ZZZZZZZZZZZZZ,G63ZZ,1,17.13,1.54,20.56,2024-04-22 20:02:42
7084,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,1,18.32,1.65,21.98,2024-04-17 18:17:32
7085,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,18.33,1.65,22.00,2024-04-02 21:08:31
7086,84,GAME 84ZZZZZZZZZZZZZ,G84ZZ,2,29.48,2.65,35.38,2024-04-01 20:51:00
7087,51,GAME 51ZZZZZZZZZZZZZ,G51ZZ,1,27.92,2.51,33.50,2024-04-21 11:35:48
7088,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,1,61.57,5.54,73.88,2024-04-08 13:42:25
7089,89,GAME 89ZZZZZZZZZZZZZ,G89ZZ,1,84.90,7.64,101.88,2024-04-23 07:20:15
7090,83,GAME 83ZZZZZZZZZZZZZ,G83ZZ,1,44.67,4.02,53.60,2024-04-27 07:20:39
7091,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,2,23.48,2.11,28.18,2024-04-25 15:32:57
7092,34,GAME 34ZZZZZZZZZZZZZ,G34ZZ,1,69.72,6.27,83.66,2024-04-03 06:32:58
7093,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,23.55,2.12,28.26,2024-04-12 07:45:54
7094,93,GAME 93ZZZZZZZZZZZZZ,G93ZZ,2,17.37,1.56,20.84,2024-04-08 16:15:59
7095,75,GAME 75ZZZZZZZZZZZZZ,G75ZZ,2,39.22,3.53,47.06,2024-04-10 18:16:19
7096,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,1,4.53,0.41,5.44,2024-04-10 09:24:13
7097,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,2,35.30,3.18,42.36,2024-04-30 19:34:08
7098,68,GAME 68ZZZZZZZZZZZZZ,G68ZZ,2,80.69,7.26,96.83,2024-04-13 17:00:46
7099,71,GAME 71ZZZZZZZZZZZZZ,G71ZZ,1,20.49,1.84,24.59,2024-04-23 18:05:52
7100,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,2,69.49,6.25,83.39,2024-04-29 03:28:27
7101,8,GAME 8ZZZZZZZZZZZZZZ,G8ZZZ,1,88.04,7.92,105.65,2024-04-19 07:33:02
7102,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,2,10.53,0.95,12.64,2024-04-01 15:21:45
7103,77,GAME 77ZZZZZZZZZZZZZ,G77ZZ,1,69.84,6.29,83.81,2024-04-23 06:22:33
7104,50,GAME 50ZZZZZZZZZZZZZ,G50ZZ,2,40.52,3.65,48.62,2024-04-09 06:03:20
7105,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,1,61.41,5.53,73.69,2024-04-26 14:03:42
7106,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,2,80.70,7.26,96.84,2024-04-28 15:08:04
7107,92,GAME 92ZZZZZZZZZZZZZ,G92ZZ,1,65.10,5.86,78.12,2024-04-19 21:28:37
7108,1,GAME 1ZZZZZZZZZZZZZZ,G1ZZZ,2,95.49,8.59,114.59,2024-04-28 23:13:29
7109,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,1,31.36,2.82,37.63,2024-04-21 04:56:41
7110,64,GAME 64ZZZZZZZZZZZZZ,G64ZZ,1,19.57,1.76,23.48,2024-04-08 10:55:41
7111,53,GAME 53ZZZZZZZZZZZZZ,G53ZZ,1,8.41,0.76,10.09,2024-04-25 05:22:54
7112,68,GAME 68ZZZZZZZZZZZZZ,G68ZZ,1,42.47,3.82,50.96,2024-04-10 19:23:04
7113,99,GAME 99ZZZZZZZZZZZZZ,G99ZZ,2,64.02,5.76,76.82,2024-04-05 09:12:58
7114,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,2,0.65,0.06,0.78,2024-04-14 11:03:59
7115,13,GAME 13ZZZZZZZZZZZZZ,G13ZZ,1,46.70,4.20,56.04,2024-04-23 11:59:16
7116,93,GAME 93ZZZZZZZZZZZZZ,G93ZZ,2,79.81,7.18,95.77,2024-04-18 10:39:06
7117,79,GAME 79ZZZZZZZZZZZZZ,G79ZZ,1,55.14,4.96,66.17,2024-04-02 10:27:13
7118,77,GAME 77ZZZZZZZZZZZZZ,G77ZZ,2,31.50,2.84,37.80,2024-04-03 12:00:35
7119,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,1,82.44,7.42,98.93,2024-04-06 13:18:05
7120,11,GAME 11ZZZZZZZZZZZZZ,G11ZZ,1,76.62,6.90,91.94,2024-04-01 05:59:50
7121,29,GAME 29ZZZZZZZZZZZZZ,G29ZZ,2,65.21,5.87,78.25,2024-04-28 01:37:07
7122,95,GAME 95ZZZZZZZZZZZZZ,G95ZZ,2,8.91,0.80,10.69,2024-04-11 09:08:23
7123,12,GAME 12ZZZZZZZZZZZZZ,G12ZZ,1,67.96,6.12,81.55,2024-04-20 20:10:34
7124,65,GAME 65ZZZZZZZZZZZZZ,G65ZZ,1,38.84,3.50,46.61,2024-04-25 02:24:44
7125,46,GAME 46ZZZZZZZZZZZZZ,G46ZZ,2,61.03,5.49,73.24,2024-04-10 22:18:26
7126,19,GAME 19ZZZZZZZZZZZZZ,G19ZZ,1,83.59,7.52,100.31,2024-04-02 05:57:38
7127,21,GAME 21ZZZZZZZZZZZZZ,G21ZZ,1,48.16,4.33,57.79,2024-04-15 06:18:06
7128,25,GAME 25ZZZZZZZZZZZZZ,G25ZZ,2,25.49,2.29,30.59,2024-04-29 04:17:27
7129,100,GAME 100ZZZZZZZZZZZZ,G100Z,2,82.10,7.39,98.52,2024-04-29 18:10:54
7130,25,GAME 25ZZZZZZZZZZZZZ,G25ZZ,1,25.35,2.28,30.42,2024-04-01 06:23:59
7131,6,GAME 6ZZZZZZZZZZZZZZ,G6ZZZ,1,85.09,7.66,102.11,2024-04-09 21:37:57
7132,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,2,0.06,0.01,0.07,2024-04-18 18:35:10
7133,11,GAME 11ZZZZZZZZZZZZZ,G11ZZ,1,4.36,0.39,5.23,2024-04-22 20:37:20
7134,27,GAME 27ZZZZZZZZZZZZZ,G27ZZ,2,98.63,8.88,118.36,2024-04-20 23:02:19
7135,98,GAME 98ZZZZZZZZZZZZZ,G98ZZ,2,63.06,5.68,75.67,2024-04-28 16:29:14
7136,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,44.94,4.04,53.93,2024-04-23 08:12:11
7137,84,GAME 84ZZZZZZZZZZZZZ,G84ZZ,2,75.36,6.78,90.43,2024-04-10 16:22:15
7138,14,GAME 14ZZZZZZZZZZZZZ,G14ZZ,2,49.57,4.46,59.48,2024-04-16 15:44:03
7139,52,GAME 52ZZZZZZZZZZZZZ,G52ZZ,1,35.17,3.17,42.20,2024-04-13 14:03:05
7140,26,GAME 26ZZZZZZZZZZZZZ,G26ZZ,1,31.34,2.82,37.61,2024-04-27 10:28:47
7141,100,GAME 100ZZZZZZZZZZZZ,G100Z,1,42.84,3.86,51.41,2024-04-13 18:14:29
7142,7,GAME 7ZZZZZZZZZZZZZZ,G7ZZZ,2,68.70,6.18,82.44,2024-04-05 14:14:29
7143,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,1,31.29,2.82,37.55,2024-04-13 23:01:56
7144,81,GAME 81ZZZZZZZZZZZZZ,G81ZZ,2,23.41,2.11,28.09,2024-04-29 13:29:24
7145,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,1,93.94,8.45,112.73,2024-04-26 10:42:17
7146,69,GAME 69ZZZZZZZZZZZZZ,G69ZZ,2,28.21,2.54,33.85,2024-04-07 11:05:01
7147,66,GAME 66ZZZZZZZZZZZZZ,G66ZZ,2,3.40,0.31,4.08,2024-04-22 09:44:14
7148,22,GAME 22ZZZZZZZZZZZZZ,G22ZZ,2,3.64,0.33,4.37,2024-04-30 10:18:19
7149,21,GAME 21ZZZZZZZZZZZZZ,G21ZZ,1,63.95,5.76,76.74,2024-04-01 12:26:33
7150,24,GAME 24ZZZZZZZZZZZZZ,G24ZZ,1,99.57,8.96,119.48,2024-04-21 09:03:35
7151,4,GAME 4ZZZZZZZZZZZZZZ,G4ZZZ,2,37.16,3.34,44.59,2024-04-27 13:51:22
7152,8,GAME 8ZZZZZZZZZZZZZZ,G8ZZZ,2,37.00,3.33,44.40,2024-04-27 16:13:47
7153,92,GAME 92ZZZZZZZZZZZZZ,G92ZZ,1,62.44,5.62,74.93,2024-04-01 23:43:16
7154,82,GAME 82ZZZZZZZZZZZZZ,G82ZZ,2,35.74,3.22,42.89,2024-04-15 15:24:56
7155,1,GAME 1ZZZZZZZZZZZZZZ,G1ZZZ,2,7.99,0.72,9.59,2024-04-05 06:44:39
7156,48,GAME 48ZZZZZZZZZZZZZ,G48ZZ,1,42.90,3.86,51.48,2024-04-08 16:25:33
7157,94,GAME 94ZZZZZZZZZZZZZ,G94ZZ,1,0.20,0.02,0.24,2024-04-14 05:42:12
7158,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,2,52.86,4.76,63.43,2024-04-11 23:50:53
7159,73,GAME 73ZZZZZZZZZZZZZ,G73ZZ,2,7.05,0.63,8.46,2024-04-01 11:01:28
7160,78,GAME 78ZZZZZZZZZZZZZ,G78ZZ,2,18.48,1.66,22.18,2024-04-26 19:13:43
7161,43,GAME 43ZZZZZZZZZZZZZ,G43ZZ,1,82.78,7.45,99.34,2024-04-30 23:35:11
7162,12,GAME 12ZZZZZZZZZZZZZ,G12ZZ,2,68.49,6.16,82.19,2024-04-15 12:09:22
7163,79,GAME 79ZZZZZZZZZZZZZ,G79ZZ,1,5.32,0.48,6.38,2024-04-14 13:50:05
7164,43,GAME 43ZZZZZZZZZZZZZ,G43ZZ,1,52.07,4.69,62.48,2024-04-28 23:50:49
7165,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,1,66.25,5.96,79.50,2024-04-03 11:42:33
7166,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,2,47.99,4.32,57.59,2024-04-04 19:29:08
7167,36,GAME 36ZZZZZZZZZZZZZ,G36ZZ,2,64.85,5.84,77.82,2024-04-10 09:03:56
7168,15,GAME 15ZZZZZZZZZZZZZ,G15ZZ,1,83.75,7.54,100.50,2024-04-04 18:01:32
7169,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,2,46.45,4.18,55.74,2024-04-29 22:32:56
7170,7,GAME 7ZZZZZZZZZZZZZZ,G7ZZZ,2,76.36,6.87,91.63,2024-04-14 20:45:35
7171,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,2,43.21,3.89,51.85,2024-04-29 00:27:04
7172,76,GAME 76ZZZZZZZZZZZZZ,G76ZZ,1,9.11,0.82,10.93,2024-04-06 21:39:12
7173,28,GAME 28ZZZZZZZZZZZZZ,G28ZZ,1,76.75,6.91,92.10,2024-04-30 22:47:27
7174,90,GAME 90ZZZZZZZZZZZZZ,G90ZZ,2,11.16,1.00,13.39,2024-04-26 03:01:43
7175,44,GAME 44ZZZZZZZZZZZZZ,G44ZZ,2,71.21,6.41,85.45,2024-04-23 03:23:21
7176,91,GAME 91ZZZZZZZZZZZZZ,G91ZZ,1,84.07,7.57,100.88,2024-04-14 22:10:30
7177,13,GAME 13ZZZZZZZZZZZZZ,G13ZZ,1,78.96,7.11,94.75,2024-04-23 18:24:34
7178,31,GAME 31ZZZZZZZZZZZZZ,G31ZZ,1,81.97,7.38,98.36,2024-04-29 17:06:36
7179,43,GAME 43ZZZZZZZZZZZZZ,G43ZZ,2,15.06,1.36,18.07,2024-04-25 14:52:50
7180,24,GAME 24ZZZZZZZZZZZZZ,G24ZZ,1,71.73,6.46,86.08,2024-04-30 07:03:51
7181,72,GAME 72ZZZZZZZZZZZZZ,G72ZZ,2,29.01,2.61,34.81,2024-04-13 22:58:57
7182,26,GAME 26ZZZZZZZZZZZZZ,G26ZZ,2,83.29,7.50,99.95,2024-04-17 20:01:58
7183,49,GAME 49ZZZZZZZZZZZZZ,G49ZZ,1,61.91,5.57,74.29,2024-04-07 09:59:51
7184,37,GAME 37ZZZZZZZZZZZZZ,G37ZZ,1,77.37,6.96,92.84,2024-04-11 11:30:13
7185,35,GAME 35ZZZZZZZZZZZZZ,G35ZZ,2,62.97,5.67,75.56,2024-04-07 01:12:34
7186,23,GAME 23ZZZZZZZZZZZZZ,G23ZZ,2,61.84,5.57,74.21,2024-04-02 15:26:17
7187,97,GAME 97ZZZZZZZZZZZZZ,G97ZZ,1,92.41,8.32,110.89,2024-04-29 05:48:15
7188,44,GAME 44ZZZZZZZZZZZZZ,G44ZZ,1,44.94,4.04,53.93,2024-04-03 05:48:30
7189,9,GAME 9ZZZZZZZZZZZZZZ,G9ZZZ,1,59.37,5.34,71.24,2024-04-02 22:52:56
7190,64,GAME 64ZZZZZZZZZZZZZ,G64ZZ,2,24.26,2.18,29.11,2024-04-24 12:14:04
7191,38,GAME 38ZZZZZZZZZZZZZ,G38ZZ,1,25.46,2.29,30.55,2024-04-05 13:40:08
7192,56,GAME 56ZZZZZZZZZZZZZ,G56ZZ,2,37.11,3.34,44.53,2024-04-01 03:01:15
